"","Zona","Compound","date","nddd","poblacio"
"1102","St. Gervasi","Acetylsalicylic acid","201906",12725.04,5577
"1103","St. Gervasi","Acetylsalicylic acid","201907",13121.44,5577
"1104","St. Gervasi","Acetylsalicylic acid","201908",12097.04,5577
"1105","St. Gervasi","Acetylsalicylic acid","201909",12398,5577
"1106","St. Gervasi","Acetylsalicylic acid","201910",13664,5577
"1107","St. Gervasi","Acetylsalicylic acid","201911",12863.72,5577
"1108","St. Gervasi","Acetylsalicylic acid","201912",11967.7,5577
"1109","St. Gervasi","Alprazolam","201901",2495,5577
"1110","St. Gervasi","Alprazolam","201902",2435,5577
"1111","St. Gervasi","Alprazolam","201903",2322.5,5577
"1112","St. Gervasi","Alprazolam","201904",2382.5,5577
"1113","St. Gervasi","Alprazolam","201905",2577.5,5577
"1114","St. Gervasi","Alprazolam","201906",1827.5,5577
"1115","St. Gervasi","Alprazolam","201907",1925,5577
"1116","St. Gervasi","Alprazolam","201908",1792.5,5577
"1117","St. Gervasi","Alprazolam","201909",2177.5,5577
"1118","St. Gervasi","Alprazolam","201910",2397.5,5577
"1119","St. Gervasi","Alprazolam","201911",2180,5577
"1120","St. Gervasi","Alprazolam","201912",2382.5,5577
"1121","St. Gervasi","Atenolol","201901",1440,5577
"1122","St. Gervasi","Atenolol","201902",1344.01,5577
"1123","St. Gervasi","Atenolol","201903",1394.67,5577
"1124","St. Gervasi","Atenolol","201904",1754.67,5577
"1125","St. Gervasi","Atenolol","201905",1458.68,5577
"1126","St. Gervasi","Atenolol","201906",1409.34,5577
"1127","St. Gervasi","Atenolol","201907",2214.67,5577
"1128","St. Gervasi","Atenolol","201908",1104.01,5577
"1129","St. Gervasi","Atenolol","201909",1938.68,5577
"1130","St. Gervasi","Atenolol","201910",1480,5577
"1131","St. Gervasi","Atenolol","201911",2174.67,5577
"1132","St. Gervasi","Atenolol","201912",1309.34,5577
"1133","St. Gervasi","Azithromycin","201901",496,5577
"1134","St. Gervasi","Azithromycin","201902",455,5577
"1135","St. Gervasi","Azithromycin","201903",359.66,5577
"1136","St. Gervasi","Azithromycin","201904",404,5577
"1137","St. Gervasi","Azithromycin","201905",259,5577
"1138","St. Gervasi","Azithromycin","201906",366,5577
"1139","St. Gervasi","Azithromycin","201907",315,5577
"1140","St. Gervasi","Azithromycin","201908",277,5577
"1141","St. Gervasi","Azithromycin","201909",112,5577
"1142","St. Gervasi","Azithromycin","201910",413,5577
"1143","St. Gervasi","Azithromycin","201911",411,5577
"1144","St. Gervasi","Azithromycin","201912",405,5577
"1145","St. Gervasi","Benzamides","201901",75.04,5577
"1146","St. Gervasi","Benzamides","201902",7.52,5577
"1147","St. Gervasi","Benzamides","201903",71.28,5577
"1148","St. Gervasi","Benzamides","201904",60,5577
"1149","St. Gervasi","Benzamides","201905",73.16,5577
"1150","St. Gervasi","Benzamides","201906",3.76,5577
"1151","St. Gervasi","Benzamides","201907",146.32,5577
"1152","St. Gervasi","Benzamides","201908",73.16,5577
"1153","St. Gervasi","Benzamides","201909",15.04,5577
"1154","St. Gervasi","Benzamides","201910",11.28,5577
"1155","St. Gervasi","Benzamides","201911",15.04,5577
"1156","St. Gervasi","Benzamides","201912",9.4,5577
"1157","St. Gervasi","Carbamazepine","201901",340,5577
"1158","St. Gervasi","Carbamazepine","201902",120,5577
"1159","St. Gervasi","Carbamazepine","201903",280,5577
"1160","St. Gervasi","Carbamazepine","201904",300,5577
"1161","St. Gervasi","Carbamazepine","201905",320,5577
"1162","St. Gervasi","Carbamazepine","201906",240,5577
"1163","St. Gervasi","Carbamazepine","201907",240,5577
"1164","St. Gervasi","Carbamazepine","201908",120,5577
"1165","St. Gervasi","Carbamazepine","201909",240,5577
"1166","St. Gervasi","Carbamazepine","201910",160,5577
"1167","St. Gervasi","Carbamazepine","201911",260,5577
"1168","St. Gervasi","Carbamazepine","201912",180,5577
"1169","St. Gervasi","Ciprofloxacin","201901",14,5577
"1170","St. Gervasi","Ciprofloxacin","201902",31.5,5577
"1171","St. Gervasi","Ciprofloxacin","201903",49,5577
"1172","St. Gervasi","Ciprofloxacin","201904",28,5577
"1173","St. Gervasi","Ciprofloxacin","201905",136.5,5577
"1174","St. Gervasi","Ciprofloxacin","201906",122.5,5577
"1175","St. Gervasi","Ciprofloxacin","201907",38.5,5577
"1176","St. Gervasi","Ciprofloxacin","201908",35,5577
"1177","St. Gervasi","Ciprofloxacin","201909",112,5577
"1178","St. Gervasi","Ciprofloxacin","201910",66.5,5577
"1179","St. Gervasi","Ciprofloxacin","201912",84,5577
"1180","St. Gervasi","Citalopram","201901",3346,5577
"1181","St. Gervasi","Citalopram","201902",3766,5577
"1182","St. Gervasi","Citalopram","201903",3598,5577
"1183","St. Gervasi","Citalopram","201904",3444,5577
"1184","St. Gervasi","Citalopram","201905",3738,5577
"1185","St. Gervasi","Citalopram","201906",3346,5577
"1186","St. Gervasi","Citalopram","201907",4466,5577
"1187","St. Gervasi","Citalopram","201908",3486,5577
"1188","St. Gervasi","Citalopram","201909",3696,5577
"1189","St. Gervasi","Citalopram","201910",3472,5577
"1190","St. Gervasi","Citalopram","201911",3402,5577
"1191","St. Gervasi","Citalopram","201912",4284,5577
"1192","St. Gervasi","Clarithromycin","201901",28,5577
"1193","St. Gervasi","Clarithromycin","201902",280,5577
"1194","St. Gervasi","Clarithromycin","201903",196,5577
"1195","St. Gervasi","Clarithromycin","201907",98,5577
"1196","St. Gervasi","Clarithromycin","201909",154,5577
"1197","St. Gervasi","Clarithromycin","201910",133,5577
"1198","St. Gervasi","Clarithromycin","201911",28,5577
"1199","St. Gervasi","Clarithromycin","201912",21,5577
"1200","St. Gervasi","Clindamycin","201901",6,5577
"1201","St. Gervasi","Clindamycin","201905",6,5577
"1202","St. Gervasi","Clindamycin","201907",18,5577
"1203","St. Gervasi","Clindamycin","201908",18,5577
"1204","St. Gervasi","Clindamycin","201911",48,5577
"1205","St. Gervasi","Clindamycin","201912",12,5577
"1206","St. Gervasi","Codeine","201901",132,5577
"1207","St. Gervasi","Codeine","201902",50,5577
"1208","St. Gervasi","Codeine","201903",74,5577
"1209","St. Gervasi","Codeine","201904",58,5577
"1210","St. Gervasi","Codeine","201905",90,5577
"1211","St. Gervasi","Codeine","201906",59,5577
"1212","St. Gervasi","Codeine","201907",54,5577
"1213","St. Gervasi","Codeine","201908",56,5577
"1214","St. Gervasi","Codeine","201909",48,5577
"1215","St. Gervasi","Codeine","201910",52,5577
"1216","St. Gervasi","Codeine","201911",46,5577
"1217","St. Gervasi","Codeine","201912",49.2,5577
"1218","St. Gervasi","Diazepam","201901",1554,5577
"1219","St. Gervasi","Diazepam","201902",2193,5577
"1220","St. Gervasi","Diazepam","201903",1862,5577
"1221","St. Gervasi","Diazepam","201904",2153,5577
"1222","St. Gervasi","Diazepam","201905",2259,5577
"1223","St. Gervasi","Diazepam","201906",1276,5577
"1224","St. Gervasi","Diazepam","201907",1492,5577
"1225","St. Gervasi","Diazepam","201908",1076.75,5577
"1226","St. Gervasi","Diazepam","201909",1648,5577
"1227","St. Gervasi","Diazepam","201910",1673,5577
"1228","St. Gervasi","Diazepam","201911",1637,5577
"1229","St. Gervasi","Diazepam","201912",1848,5577
"1230","St. Gervasi","Diclofenac","201901",169,5577
"1231","St. Gervasi","Diclofenac","201902",240,5577
"1232","St. Gervasi","Diclofenac","201903",160,5577
"1233","St. Gervasi","Diclofenac","201904",210,5577
"1234","St. Gervasi","Diclofenac","201905",180,5577
"1235","St. Gervasi","Diclofenac","201906",80,5577
"1236","St. Gervasi","Diclofenac","201908",140,5577
"1237","St. Gervasi","Diclofenac","201909",30,5577
"1238","St. Gervasi","Diclofenac","201910",230,5577
"1239","St. Gervasi","Diclofenac","201911",40,5577
"1240","St. Gervasi","Diclofenac","201912",330,5577
"1241","St. Gervasi","Diltiazem","201901",556.66,5577
"1242","St. Gervasi","Diltiazem","201902",318.32,5577
"1243","St. Gervasi","Diltiazem","201903",686.66,5577
"1244","St. Gervasi","Diltiazem","201904",344.98,5577
"1245","St. Gervasi","Diltiazem","201905",621.66,5577
"1246","St. Gervasi","Diltiazem","201906",674.98,5577
"1247","St. Gervasi","Diltiazem","201907",594.98,5577
"1248","St. Gervasi","Diltiazem","201908",846.66,5577
"1249","St. Gervasi","Diltiazem","201909",589.98,5577
"1250","St. Gervasi","Diltiazem","201910",778.32,5577
"1251","St. Gervasi","Diltiazem","201911",890.82,5577
"1252","St. Gervasi","Diltiazem","201912",649.16,5577
"1253","St. Gervasi","Erythromycin","201903",7.5,5577
"1254","St. Gervasi","Erythromycin","201904",7.5,5577
"1255","St. Gervasi","Erythromycin","201906",15,5577
"1256","St. Gervasi","Fluoxetine","201901",1840,5577
"1257","St. Gervasi","Fluoxetine","201902",900,5577
"1258","St. Gervasi","Fluoxetine","201903",2148,5577
"1259","St. Gervasi","Fluoxetine","201904",1680,5577
"1260","St. Gervasi","Fluoxetine","201905",1740,5577
"1261","St. Gervasi","Fluoxetine","201906",1836,5577
"1262","St. Gervasi","Fluoxetine","201907",1708,5577
"1263","St. Gervasi","Fluoxetine","201908",2068,5577
"1264","St. Gervasi","Fluoxetine","201909",1600,5577
"1265","St. Gervasi","Fluoxetine","201910",1868,5577
"1266","St. Gervasi","Fluoxetine","201911",960,5577
"1267","St. Gervasi","Fluoxetine","201912",2032,5577
"1268","St. Gervasi","Furosemide","201901",4500,5577
"1269","St. Gervasi","Furosemide","201902",4350,5577
"1270","St. Gervasi","Furosemide","201903",4560,5577
"1271","St. Gervasi","Furosemide","201904",4140,5577
"1272","St. Gervasi","Furosemide","201905",4980,5577
"1273","St. Gervasi","Furosemide","201906",4350,5577
"1274","St. Gervasi","Furosemide","201907",6000,5577
"1275","St. Gervasi","Furosemide","201908",4920,5577
"1276","St. Gervasi","Furosemide","201909",4830,5577
"1277","St. Gervasi","Furosemide","201910",5710,5577
"1278","St. Gervasi","Furosemide","201911",4740,5577
"1279","St. Gervasi","Furosemide","201912",5580,5577
"1280","St. Gervasi","Gemfibrozil","201901",712.5,5577
"1281","St. Gervasi","Gemfibrozil","201902",840,5577
"1282","St. Gervasi","Gemfibrozil","201903",982.5,5577
"1283","St. Gervasi","Gemfibrozil","201904",960,5577
"1284","St. Gervasi","Gemfibrozil","201905",735,5577
"1285","St. Gervasi","Gemfibrozil","201906",1162.5,5577
"1286","St. Gervasi","Gemfibrozil","201907",675,5577
"1287","St. Gervasi","Gemfibrozil","201908",735,5577
"1288","St. Gervasi","Gemfibrozil","201909",577.5,5577
"1289","St. Gervasi","Gemfibrozil","201910",1192.5,5577
"1290","St. Gervasi","Gemfibrozil","201911",690,5577
"1291","St. Gervasi","Gemfibrozil","201912",855,5577
"1292","St. Gervasi","Hydrochlorothiazide","201901",9902,5577
"1293","St. Gervasi","Hydrochlorothiazide","201902",9390,5577
"1294","St. Gervasi","Hydrochlorothiazide","201903",10158,5577
"1295","St. Gervasi","Hydrochlorothiazide","201904",9316,5577
"1296","St. Gervasi","Hydrochlorothiazide","201905",10546,5577
"1297","St. Gervasi","Hydrochlorothiazide","201906",8772,5577
"1298","St. Gervasi","Hydrochlorothiazide","201907",10748,5577
"1299","St. Gervasi","Hydrochlorothiazide","201908",8460,5577
"1300","St. Gervasi","Hydrochlorothiazide","201909",9700,5577
"1301","St. Gervasi","Hydrochlorothiazide","201910",9764,5577
"1302","St. Gervasi","Hydrochlorothiazide","201911",8784,5577
"1303","St. Gervasi","Hydrochlorothiazide","201912",10554,5577
"1304","St. Gervasi","Hydroxyzine","201901",12,5577
"1305","St. Gervasi","Hydroxyzine","201902",107.34,5577
"1306","St. Gervasi","Hydroxyzine","201903",66.68,5577
"1307","St. Gervasi","Hydroxyzine","201905",66.68,5577
"1308","St. Gervasi","Hydroxyzine","201907",66.68,5577
"1309","St. Gervasi","Hydroxyzine","201908",66.66,5577
"1310","St. Gervasi","Hydroxyzine","201909",66.68,5577
"1311","St. Gervasi","Hydroxyzine","201910",66.68,5577
"1312","St. Gervasi","Hydroxyzine","201911",66.66,5577
"1313","St. Gervasi","Hydroxyzine","201912",78.68,5577
"1314","St. Gervasi","Ibuprofen","201901",1123.33,5577
"1315","St. Gervasi","Ibuprofen","201902",978.31,5577
"1316","St. Gervasi","Ibuprofen","201903",1109.96,5577
"1317","St. Gervasi","Ibuprofen","201904",580.98,5577
"1318","St. Gervasi","Ibuprofen","201905",964.32,5577
"1319","St. Gervasi","Ibuprofen","201906",836.67,5577
"1320","St. Gervasi","Ibuprofen","201907",1287.68,5577
"1321","St. Gervasi","Ibuprofen","201908",910.64,5577
"1322","St. Gervasi","Ibuprofen","201909",926.66,5577
"1323","St. Gervasi","Ibuprofen","201910",1053.31,5577
"1324","St. Gervasi","Ibuprofen","201911",1256.64,5577
"1325","St. Gervasi","Ibuprofen","201912",896.66,5577
"1326","St. Gervasi","Indomethacin","201901",12.5,5577
"1327","St. Gervasi","Indomethacin","201903",50,5577
"1328","St. Gervasi","Indomethacin","201906",12.5,5577
"1329","St. Gervasi","Indomethacin","201907",12.5,5577
"1330","St. Gervasi","Indomethacin","201910",5,5577
"1331","St. Gervasi","Indomethacin","201912",25,5577
"1332","St. Gervasi","Irbesartan","201901",714,5577
"1333","St. Gervasi","Irbesartan","201902",882,5577
"1334","St. Gervasi","Irbesartan","201903",714,5577
"1335","St. Gervasi","Irbesartan","201904",784,5577
"1336","St. Gervasi","Irbesartan","201905",728,5577
"1337","St. Gervasi","Irbesartan","201906",560,5577
"1338","St. Gervasi","Irbesartan","201907",1232,5577
"1339","St. Gervasi","Irbesartan","201908",280,5577
"1340","St. Gervasi","Irbesartan","201909",896,5577
"1341","St. Gervasi","Irbesartan","201910",784,5577
"1342","St. Gervasi","Irbesartan","201911",784,5577
"1343","St. Gervasi","Irbesartan","201912",1092,5577
"1344","St. Gervasi","Lorazepam","201901",8710,5577
"1345","St. Gervasi","Lorazepam","201902",7610,5577
"1346","St. Gervasi","Lorazepam","201903",9290,5577
"1347","St. Gervasi","Lorazepam","201904",7240,5577
"1348","St. Gervasi","Lorazepam","201905",9160,5577
"1349","St. Gervasi","Lorazepam","201906",8050,5577
"1350","St. Gervasi","Lorazepam","201907",8440,5577
"1351","St. Gervasi","Lorazepam","201908",7850,5577
"1352","St. Gervasi","Lorazepam","201909",8710,5577
"1353","St. Gervasi","Lorazepam","201910",8910,5577
"1354","St. Gervasi","Lorazepam","201911",8630,5577
"1355","St. Gervasi","Lorazepam","201912",8920,5577
"1356","St. Gervasi","Lormetazepam","201901",7560,5577
"1357","St. Gervasi","Lormetazepam","201902",6870,5577
"1358","St. Gervasi","Lormetazepam","201903",7090,5577
"1359","St. Gervasi","Lormetazepam","201904",7930,5577
"1360","St. Gervasi","Lormetazepam","201905",5590,5577
"1361","St. Gervasi","Lormetazepam","201906",6500,5577
"1362","St. Gervasi","Lormetazepam","201907",8610,5577
"1363","St. Gervasi","Lormetazepam","201908",5670,5577
"1364","St. Gervasi","Lormetazepam","201909",5710,5577
"1365","St. Gervasi","Lormetazepam","201910",7380,5577
"1366","St. Gervasi","Lormetazepam","201911",5790,5577
"1367","St. Gervasi","Lormetazepam","201912",6510,5577
"1368","St. Gervasi","Losartan","201901",14406,5577
"1369","St. Gervasi","Losartan","201902",13790,5577
"1370","St. Gervasi","Losartan","201903",13608,5577
"1371","St. Gervasi","Losartan","201904",13510,5577
"1372","St. Gervasi","Losartan","201905",15414,5577
"1373","St. Gervasi","Losartan","201906",13650,5577
"1374","St. Gervasi","Losartan","201907",17626,5577
"1375","St. Gervasi","Losartan","201908",13636,5577
"1376","St. Gervasi","Losartan","201909",14014,5577
"1377","St. Gervasi","Losartan","201910",15050,5577
"1378","St. Gervasi","Losartan","201911",13272,5577
"1379","St. Gervasi","Losartan","201912",14378,5577
"1380","St. Gervasi","Meloxicam","201901",60,5577
"1381","St. Gervasi","Meloxicam","201902",40,5577
"1382","St. Gervasi","Meloxicam","201903",20,5577
"1383","St. Gervasi","Meloxicam","201904",40,5577
"1384","St. Gervasi","Meloxicam","201905",20,5577
"1385","St. Gervasi","Meloxicam","201906",100,5577
"1386","St. Gervasi","Meloxicam","201907",100,5577
"1387","St. Gervasi","Meloxicam","201908",40,5577
"1388","St. Gervasi","Meloxicam","201910",120,5577
"1389","St. Gervasi","Meloxicam","201911",160,5577
"1390","St. Gervasi","Meloxicam","201912",40,5577
"1391","St. Gervasi","Metronidazole","201901",10.52,5577
"1392","St. Gervasi","Metronidazole","201902",21.04,5577
"1393","St. Gervasi","Metronidazole","201903",34.19,5577
"1394","St. Gervasi","Metronidazole","201907",21.04,5577
"1395","St. Gervasi","Metronidazole","201909",5.26,5577
"1396","St. Gervasi","Metronidazole","201910",69.3,5577
"1397","St. Gervasi","Metronidazole","201911",7.89,5577
"1398","St. Gervasi","Midazolam","201901",40,5577
"1399","St. Gervasi","Midazolam","201903",40,5577
"1400","St. Gervasi","Midazolam","201904",60,5577
"1401","St. Gervasi","Midazolam","201905",60,5577
"1402","St. Gervasi","Midazolam","201906",80,5577
"1403","St. Gervasi","Midazolam","201907",40,5577
"1404","St. Gervasi","Midazolam","201908",40,5577
"1405","St. Gervasi","Midazolam","201909",80,5577
"1406","St. Gervasi","Midazolam","201910",70,5577
"1407","St. Gervasi","Midazolam","201911",80,5577
"1408","St. Gervasi","Midazolam","201912",60,5577
"1409","St. Gervasi","Morphine","201901",24,5577
"1410","St. Gervasi","Morphine","201902",16.8,5577
"1411","St. Gervasi","Morphine","201904",12,5577
"1412","St. Gervasi","Morphine","201905",12,5577
"1413","St. Gervasi","Morphine","201906",24,5577
"1414","St. Gervasi","Morphine","201907",12,5577
"1415","St. Gervasi","Morphine","201908",12,5577
"1416","St. Gervasi","Morphine","201909",12,5577
"1417","St. Gervasi","Morphine","201910",12,5577
"1418","St. Gervasi","Morphine","201911",12,5577
"1419","St. Gervasi","Morphine","201912",36,5577
"1420","St. Gervasi","Naproxen","201901",1214,5577
"1421","St. Gervasi","Naproxen","201902",508,5577
"1422","St. Gervasi","Naproxen","201903",916,5577
"1423","St. Gervasi","Naproxen","201904",1208,5577
"1424","St. Gervasi","Naproxen","201905",692,5577
"1425","St. Gervasi","Naproxen","201906",611,5577
"1426","St. Gervasi","Naproxen","201907",822,5577
"1427","St. Gervasi","Naproxen","201908",984,5577
"1428","St. Gervasi","Naproxen","201909",800,5577
"1429","St. Gervasi","Naproxen","201910",1220,5577
"1430","St. Gervasi","Naproxen","201911",912,5577
"1431","St. Gervasi","Naproxen","201912",760,5577
"1432","St. Gervasi","Paroxetine","201901",2593,5577
"1433","St. Gervasi","Paroxetine","201902",2353,5577
"1434","St. Gervasi","Paroxetine","201903",2257,5577
"1435","St. Gervasi","Paroxetine","201904",3045,5577
"1436","St. Gervasi","Paroxetine","201905",2231,5577
"1437","St. Gervasi","Paroxetine","201906",2539,5577
"1438","St. Gervasi","Paroxetine","201907",2466,5577
"1439","St. Gervasi","Paroxetine","201908",2117,5577
"1440","St. Gervasi","Paroxetine","201909",1977,5577
"1441","St. Gervasi","Paroxetine","201910",2604,5577
"1442","St. Gervasi","Paroxetine","201911",2830,5577
"1443","St. Gervasi","Paroxetine","201912",2186,5577
"1444","St. Gervasi","Pravastatin","201901",1015.95,5577
"1445","St. Gervasi","Pravastatin","201902",709.32,5577
"1446","St. Gervasi","Pravastatin","201903",938.63,5577
"1447","St. Gervasi","Pravastatin","201904",854.65,5577
"1448","St. Gervasi","Pravastatin","201905",886.62,5577
"1449","St. Gervasi","Pravastatin","201906",1171.93,5577
"1450","St. Gervasi","Pravastatin","201907",653.3,5577
"1451","St. Gervasi","Pravastatin","201908",1013.31,5577
"1452","St. Gervasi","Pravastatin","201909",1050.66,5577
"1453","St. Gervasi","Pravastatin","201910",1185.27,5577
"1454","St. Gervasi","Pravastatin","201911",709.28,5577
"1455","St. Gervasi","Pravastatin","201912",1097.26,5577
"1456","St. Gervasi","Propranolol","201901",200.1,5577
"1457","St. Gervasi","Propranolol","201902",112.52,5577
"1458","St. Gervasi","Propranolol","201903",93.8,5577
"1459","St. Gervasi","Propranolol","201904",190.71,5577
"1460","St. Gervasi","Propranolol","201905",100.06,5577
"1461","St. Gervasi","Propranolol","201906",206.3,5577
"1462","St. Gervasi","Propranolol","201907",175.12,5577
"1463","St. Gervasi","Propranolol","201908",90.67,5577
"1464","St. Gervasi","Propranolol","201909",181.32,5577
"1465","St. Gervasi","Propranolol","201910",146.97,5577
"1466","St. Gervasi","Propranolol","201911",200.1,5577
"1467","St. Gervasi","Propranolol","201912",137.58,5577
"1468","St. Gervasi","Ranitidine","201901",1246,5577
"1469","St. Gervasi","Ranitidine","201902",1120,5577
"1470","St. Gervasi","Ranitidine","201903",1078,5577
"1471","St. Gervasi","Ranitidine","201904",1246,5577
"1472","St. Gervasi","Ranitidine","201905",1162,5577
"1473","St. Gervasi","Ranitidine","201906",1092,5577
"1474","St. Gervasi","Ranitidine","201907",1302,5577
"1475","St. Gervasi","Ranitidine","201908",1022,5577
"1476","St. Gervasi","Ranitidine","201909",896,5577
"1477","St. Gervasi","Ranitidine","201910",154,5577
"1478","St. Gervasi","Sertraline","201901",6720,5577
"1479","St. Gervasi","Sertraline","201902",4740,5577
"1480","St. Gervasi","Sertraline","201903",5760,5577
"1481","St. Gervasi","Sertraline","201904",5700,5577
"1482","St. Gervasi","Sertraline","201905",4470,5577
"1483","St. Gervasi","Sertraline","201906",5100,5577
"1484","St. Gervasi","Sertraline","201907",5850,5577
"1485","St. Gervasi","Sertraline","201908",3840,5577
"1486","St. Gervasi","Sertraline","201909",4170,5577
"1487","St. Gervasi","Sertraline","201910",4770,5577
"1488","St. Gervasi","Sertraline","201911",4560,5577
"1489","St. Gervasi","Sertraline","201912",4560,5577
"1490","St. Gervasi","Sotalol","201901",240,5577
"1491","St. Gervasi","Sotalol","201902",90,5577
"1492","St. Gervasi","Sotalol","201903",60,5577
"1493","St. Gervasi","Sotalol","201904",210,5577
"1494","St. Gervasi","Sotalol","201905",150,5577
"1495","St. Gervasi","Sotalol","201906",90,5577
"1496","St. Gervasi","Sotalol","201907",210,5577
"1497","St. Gervasi","Sotalol","201908",150,5577
"1498","St. Gervasi","Sotalol","201909",90,5577
"1499","St. Gervasi","Sotalol","201910",210,5577
"1500","St. Gervasi","Sotalol","201911",150,5577
"1501","St. Gervasi","Sotalol","201912",90,5577
"1502","St. Gervasi","Sulfamethoxazole","201901",8,5577
"1503","St. Gervasi","Sulfamethoxazole","201903",168,5577
"1504","St. Gervasi","Sulfamethoxazole","201906",40,5577
"1505","St. Gervasi","Sulfamethoxazole","201907",20,5577
"1506","St. Gervasi","Sulfamethoxazole","201908",64,5577
"1507","St. Gervasi","Sulfamethoxazole","201911",8,5577
"1508","St. Gervasi","Sulfamethoxazole","201912",40,5577
"1509","St. Gervasi","Trimethoprim","201901",8,5577
"1510","St. Gervasi","Trimethoprim","201903",168,5577
"1511","St. Gervasi","Trimethoprim","201906",40,5577
"1512","St. Gervasi","Trimethoprim","201907",20,5577
"1513","St. Gervasi","Trimethoprim","201908",64,5577
"1514","St. Gervasi","Trimethoprim","201911",8,5577
"1515","St. Gervasi","Trimethoprim","201912",40,5577
"1516","St. Gervasi","Valsartan","201901",9580.2,5577
"1517","St. Gervasi","Valsartan","201902",10336.2,5577
"1518","St. Gervasi","Valsartan","201903",9869.3,5577
"1519","St. Gervasi","Valsartan","201904",9178.4,5577
"1520","St. Gervasi","Valsartan","201905",9719.5,5577
"1521","St. Gervasi","Valsartan","201906",6826.4,5577
"1522","St. Gervasi","Valsartan","201907",8045.8,5577
"1523","St. Gervasi","Valsartan","201908",7263.9,5577
"1524","St. Gervasi","Valsartan","201909",8055.6,5577
"1525","St. Gervasi","Valsartan","201910",7224.7,5577
"1526","St. Gervasi","Valsartan","201911",8003.1,5577
"1527","St. Gervasi","Valsartan","201912",8250.2,5577
"1528","St. Gervasi","Venlafaxine","201901",1305,5577
"1529","St. Gervasi","Venlafaxine","201902",1777.5,5577
"1530","St. Gervasi","Venlafaxine","201903",1620,5577
"1531","St. Gervasi","Venlafaxine","201904",1575,5577
"1532","St. Gervasi","Venlafaxine","201905",1597.5,5577
"1533","St. Gervasi","Venlafaxine","201906",1147.5,5577
"1534","St. Gervasi","Venlafaxine","201907",1845,5577
"1535","St. Gervasi","Venlafaxine","201908",1102.5,5577
"1536","St. Gervasi","Venlafaxine","201909",1642.5,5577
"1537","St. Gervasi","Venlafaxine","201910",1597.5,5577
"1538","St. Gervasi","Venlafaxine","201911",1890,5577
"1539","St. Gervasi","Venlafaxine","201912",1800,5577
"1540","St. Gervasi","Zolpidem","201901",1050,5577
"1541","St. Gervasi","Zolpidem","201902",780,5577
"1542","St. Gervasi","Zolpidem","201903",1020,5577
"1543","St. Gervasi","Zolpidem","201904",900,5577
"1544","St. Gervasi","Zolpidem","201905",630,5577
"1545","St. Gervasi","Zolpidem","201906",1020,5577
"1546","St. Gervasi","Zolpidem","201907",765,5577
"1547","St. Gervasi","Zolpidem","201908",930,5577
"1548","St. Gervasi","Zolpidem","201909",630,5577
"1549","St. Gervasi","Zolpidem","201910",750,5577
"1550","St. Gervasi","Zolpidem","201911",1050,5577
"1551","St. Gervasi","Zolpidem","201912",1110,5577
"1552","Besos","Acetaminophen","201901",1157680.41,1045546
"1553","Besos","Acetaminophen","201902",975177.44,1045546
"1554","Besos","Acetaminophen","201903",1008364.64,1045546
"1555","Besos","Acetaminophen","201904",1006565.79,1045546
"1556","Besos","Acetaminophen","201905",1035658.38,1045546
"1557","Besos","Acetaminophen","201906",986654.22,1045546
"1558","Besos","Acetaminophen","201907",1088025.88,1045546
"1559","Besos","Acetaminophen","201908",861540.53,1045546
"1560","Besos","Acetaminophen","201909",967767.61,1045546
"1561","Besos","Acetaminophen","201910",1125797.09,1045546
"1562","Besos","Acetaminophen","201911",1098981.47,1045546
"1563","Besos","Acetaminophen","201912",1113921.06,1045546
"1564","Besos","Acetylsalicylic acid","201901",1264105.58,1045546
"1565","Besos","Acetylsalicylic acid","201902",1118065.72,1045546
"1566","Besos","Acetylsalicylic acid","201903",1183426.26,1045546
"1567","Besos","Acetylsalicylic acid","201904",1290323.37,1045546
"1568","Besos","Acetylsalicylic acid","201905",1301729.37,1045546
"1569","Besos","Acetylsalicylic acid","201906",1201851.39,1045546
"1570","Besos","Acetylsalicylic acid","201907",1378490.88,1045546
"1571","Besos","Acetylsalicylic acid","201908",1121192.6,1045546
"1572","Besos","Acetylsalicylic acid","201909",1228450.72,1045546
"1573","Besos","Acetylsalicylic acid","201910",1340060.59,1045546
"1574","Besos","Acetylsalicylic acid","201911",1256595.19,1045546
"1575","Besos","Acetylsalicylic acid","201912",1306605.37,1045546
"1576","Besos","Alprazolam","201901",234345,1045546
"1577","Besos","Alprazolam","201902",199865,1045546
"1578","Besos","Alprazolam","201903",218025,1045546
"1579","Besos","Alprazolam","201904",225597.5,1045546
"1580","Besos","Alprazolam","201905",225092.5,1045546
"1581","Besos","Alprazolam","201906",201060,1045546
"1582","Besos","Alprazolam","201907",240195,1045546
"1583","Besos","Alprazolam","201908",198655,1045546
"1584","Besos","Alprazolam","201909",208590,1045546
"1585","Besos","Alprazolam","201910",228397.5,1045546
"1586","Besos","Alprazolam","201911",213915,1045546
"1587","Besos","Alprazolam","201912",219315,1045546
"1588","Besos","Atenolol","201901",209185.85,1045546
"1589","Besos","Atenolol","201902",178520.32,1045546
"1590","Besos","Atenolol","201903",190473.75,1045546
"1591","Besos","Atenolol","201904",200696.42,1045546
"1592","Besos","Atenolol","201905",207936.43,1045546
"1593","Besos","Atenolol","201906",189589.69,1045546
"1594","Besos","Atenolol","201907",213240.4,1045546
"1595","Besos","Atenolol","201908",170581.68,1045546
"1596","Besos","Atenolol","201909",192357.68,1045546
